cd_fcu;CMAET60;CMAST60;CMATT60;CMACT60;year;nm_fcu;cd_mun;nm_mun
23044000516;158,333333333333343;61,000000000000000;8,51693333333333e+04;8,666666666666666;2019;Rua Francisco Machado;2304400;Fortaleza
23044000517;299,000000000000000;147,000000000000000;3,12024000000000e+05;15,000000000000000;2019;Rua Pedro Melo;2304400;Fortaleza
23044000519;194,125000000000000;124,000000000000000;3,06393125000000e+05;9,500000000000000;2019;Santa Inês/Pirambu;2304400;Fortaleza
23044000521;112,000000000000000;100,666666666666671;3,17311666666667e+05;7,000000000000000;2019;Santos Dumont / Areia Grossa;2304400;Fortaleza
23044000522;158,000000000000000;67,000000000000000;1,52763000000000e+05;9,500000000000000;2019;Vila do Circo;2304400;Fortaleza
23044000523;117,400000000000006;49,200000000000003;1,15440800000000e+05;6,400000000000000;2019;Rua Cantinho Verde;2304400;Fortaleza
23044000524;79,000000000000000;38,500000000000000;7,93500000000000e+04;3,000000000000000;2019;Rua Nunes Feijó;2304400;Fortaleza
23044000526;171,333333333333343;123,666666666666671;3,81937333333333e+05;9,333333333333334;2019;Rua Claudio Brasil;2304400;Fortaleza
23044000527;182,000000000000000;107,500000000000000;2,70202000000000e+05;8,000000000000000;2019;Terra Prometida;2304400;Fortaleza
23044000528;276,000000000000000;130,000000000000000;2,47085000000000e+05;15,000000000000000;2019;Travessa Alvorada;2304400;Fortaleza
23044000530;197,500000000000000;78,000000000000000;1,18998000000000e+05;10,500000000000000;2019;Travessa Itu;2304400;Fortaleza
23044000531;241,000000000000000;97,200000000000003;1,55636200000000e+05;12,800000000000001;2019;Rei do Gado;2304400;Fortaleza
23044000532;166,000000000000000;64,000000000000000;1,10505000000000e+05;9,500000000000000;2019;Zuleide Pontes;2304400;Fortaleza
23044000533;188,333333333333343;77,333333333333329;1,81719666666667e+05;10,333333333333334;2019;4 de Julho;2304400;Fortaleza
23044000535;148,333333333333343;54,666666666666664;7,54863333333333e+04;8,333333333333334;2019;Barra Vermelha;2304400;Fortaleza
23044000536;110,000000000000000;91,000000000000000;3,07422000000000e+05;5,000000000000000;2019;Bento Correia Câmara;2304400;Fortaleza
23044000537;341,500000000000000;178,000000000000000;4,18894500000000e+05;18,000000000000000;2019;Boa Noite;2304400;Fortaleza
23044000538;82,500000000000000;37,750000000000000;8,11637500000000e+04;3,750000000000000;2019;Cidade de Deus;2304400;Fortaleza
23044000539;258,000000000000000;109,000000000000000;1,96304000000000e+05;15,500000000000000;2019;Liga Centro Esportivo Tocantins (Rua Cidade);2304400;Fortaleza
23044000541;223,000000000000000;125,333333333333329;2,77317000000000e+05;12,000000000000000;2019;Comunidade Canal Rosinha;2304400;Fortaleza
23044000542;299,000000000000000;157,000000000000000;3,59451000000000e+05;17,000000000000000;2019;Comunidade Diana;2304400;Fortaleza
23044000543;206,000000000000000;141,000000000000000;3,37229500000000e+05;10,000000000000000;2019;Comunidade do Canal / Açude João Lopes;2304400;Fortaleza
23044000545;168,333333333333343;64,000000000000000;9,00470000000000e+04;9,000000000000000;2019;Urucutuba/ Rosa de Sarom;2304400;Fortaleza
23044000546;224,000000000000000;109,000000000000000;1,86993000000000e+05;12,500000000000000;2019;Daniel de Castro;2304400;Fortaleza
23044000547;253,333333333333343;119,333333333333329;2,15834666666667e+05;13,333333333333334;2019;Graco Cardoso;2304400;Fortaleza
23044000548;266,000000000000000;140,000000000000000;2,87667000000000e+05;13,000000000000000;2019;Guararapes;2304400;Fortaleza
23044000549;276,333333333333314;171,000000000000000;4,54695666666667e+05;15,666666666666666;2019;Rua Henrique Rabelo;2304400;Fortaleza
23044000550;130,750000000000000;113,000000000000000;3,26250000000000e+05;7,000000000000000;2019;IPECEA / Estivas;2304400;Fortaleza
23044000551;368,000000000000000;181,000000000000000;3,92784000000000e+05;22,000000000000000;2019;Trav. Turiaçu;2304400;Fortaleza
23044000552;352,000000000000000;188,000000000000000;4,58336000000000e+05;21,000000000000000;2019;Travessa do Mato ou Matadouro;2304400;Fortaleza
23044000553;190,000000000000000;98,000000000000000;1,78478000000000e+05;11,000000000000000;2019;Favela da Muriçoca;2304400;Fortaleza
23044000554;116,666666666666671;102,000000000000000;3,09687666666667e+05;6,333333333333333;2019;Morro do Mirante;2304400;Fortaleza
23044000557;312,500000000000000;158,500000000000000;3,37144500000000e+05;17,000000000000000;2019;Nova Favela (Rua Paraíba);2304400;Fortaleza
23044000558;157,000000000000000;66,222222222222229;1,51403555555556e+05;9,222222222222221;2019;Nova Fortaleza;2304400;Fortaleza
23044000559;91,000000000000000;43,500000000000000;9,98625000000000e+04;3,500000000000000;2019;Rua Willys Saraiva;2304400;Fortaleza
23044000560;195,500000000000000;104,500000000000000;2,24184500000000e+05;11,000000000000000;2019;Ocupação Airton Senna II;2304400;Fortaleza
23044000561;290,666666666666686;152,000000000000000;3,42806333333333e+05;17,333333333333332;2019;Ocupação Amor Base;2304400;Fortaleza
23044000562;121,000000000000000;62,000000000000000;1,84946333333333e+05;6,333333333333333;2019;Ocupação Nova Floresta;2304400;Fortaleza
23044000563;287,500000000000000;145,000000000000000;3,04355000000000e+05;17,500000000000000;2019;Ocupação Rua Libania / Dos Buracos;2304400;Fortaleza
23044000564;224,000000000000000;144,500000000000000;3,62089500000000e+05;12,000000000000000;2019;Olavo Andrade A;2304400;Fortaleza
23044000566;221,333333333333343;142,333333333333343;3,55642666666667e+05;11,000000000000000;2019;Rua Lucas;2304400;Fortaleza
23044000567;239,000000000000000;153,500000000000000;4,15140000000000e+05;15,000000000000000;2019;Ouro Verde;2304400;Fortaleza
23044000568;114,000000000000000;98,000000000000000;3,11996000000000e+05;5,000000000000000;2019;Pintor Antônio Bandeiras;2304400;Fortaleza
23044000569;166,000000000000000;66,000000000000000;9,24126666666667e+04;9,333333333333334;2019;Planalto Canindezinho;2304400;Fortaleza
23044000570;224,000000000000000;90,666666666666671;1,84138000000000e+05;13,333333333333334;2019;Matadouro;2304400;Fortaleza
23044000571;323,000000000000000;150,333333333333343;2,90858666666667e+05;17,000000000000000;2019;Porto Alegre;2304400;Fortaleza
23044000573;102,000000000000000;44,000000000000000;1,08637000000000e+05;4,000000000000000;2019;Travessa Rio Jordão;2304400;Fortaleza
23044000574;195,500000000000000;117,500000000000000;2,77595500000000e+05;10,000000000000000;2019;Sete Prédios;2304400;Fortaleza
23044000575;186,000000000000000;111,000000000000000;2,58803500000000e+05;9,500000000000000;2019;Sítio Aratanha/Grafisa;2304400;Fortaleza
23044000576;236,000000000000000;104,000000000000000;1,67389500000000e+05;14,000000000000000;2019;Taquari;2304400;Fortaleza
23044000577;299,000000000000000;157,000000000000000;3,59451000000000e+05;17,000000000000000;2019;Thomas Edson;2304400;Fortaleza
23044000578;121,000000000000000;43,666666666666664;5,78723333333333e+04;7,000000000000000;2019;Tucunduba;2304400;Fortaleza
23044000579;216,000000000000000;141,000000000000000;3,47536000000000e+05;9,000000000000000;2019;Vila Caminha;2304400;Fortaleza
23044000580;259,000000000000000;153,000000000000000;3,90796000000000e+05;16,000000000000000;2019;Trav. Mariana;2304400;Fortaleza
23044000590;41,000000000000000;23,000000000000000;5,10040000000000e+04;2,000000000000000;2019;Comunidade Sabiaguaba;2304400;Fortaleza
23044000591;259,333333333333314;130,000000000000000;2,57881333333333e+05;14,000000000000000;2019;Rua Americo Vespucio;2304400;Fortaleza
23044000592;314,000000000000000;160,000000000000000;3,64581000000000e+05;17,000000000000000;2019;Travessa Santiago;2304400;Fortaleza
23044000593;101,666666666666671;39,000000000000000;6,69836666666667e+04;4,833333333333333;2019;Curva da Viúva;2304400;Fortaleza
23044000594;217,599999999999994;88,400000000000006;1,74590000000000e+05;12,199999999999999;2019;Comunidade Unidos para Lutar pela Paz;2304400;Fortaleza
23044000595;204,666666666666657;111,333333333333329;2,20513000000000e+05;9,333333333333334;2019;Corrente (Riacho da Soja);2304400;Fortaleza
23044000596;60,000000000000000;67,000000000000000;2,31227000000000e+05;4,000000000000000;2019;Reassentamento Farol Novo/Gengibre;2304400;Fortaleza
23044000597;232,500000000000000;100,750000000000000;1,69902000000000e+05;13,500000000000000;2019;Comunidade Canal do Moçambique;2304400;Fortaleza
23044000598;113,166666666666671;41,166666666666664;5,54906666666667e+04;7,166666666666667;2019;Parque Nazaré;2304400;Fortaleza
23044000599;254,500000000000000;105,000000000000000;1,77343000000000e+05;13,500000000000000;2019;Parque Olivândia;2304400;Fortaleza
23044000600;78,000000000000000;34,666666666666664;6,84553333333333e+04;3,000000000000000;2019;Parque Santa Filomena/Jangurussu I;2304400;Fortaleza
23044000602;219,000000000000000;121,666666666666671;2,77426333333333e+05;12,333333333333334;2019;Parque Sydrião;2304400;Fortaleza
23044000604;89,000000000000000;40,500000000000000;1,04382000000000e+05;3,500000000000000;2019;Paupina de Baixo;2304400;Fortaleza
23044000605;79,000000000000000;38,250000000000000;9,53467500000000e+04;3,250000000000000;2019;Paupina I;2304400;Fortaleza
23044000608;33,000000000000000;17,000000000000000;2,69860000000000e+04;2,000000000000000;2019;Pedras;2304400;Fortaleza
23044000609;298,000000000000000;126,750000000000000;2,33053000000000e+05;15,500000000000000;2019;Pedreira / Riacho das Pedras A;2304400;Fortaleza
23044000610;186,000000000000000;73,000000000000000;1,02610000000000e+05;9,500000000000000;2019;Planalto Santa Rosa;2304400;Fortaleza
23044000611;223,333333333333343;148,000000000000000;3,80316333333333e+05;12,666666666666666;2019;Poço da Draga;2304400;Fortaleza
23044000612;157,000000000000000;95,500000000000000;2,75342500000000e+05;10,000000000000000;2019;Praça Parque Iracema;2304400;Fortaleza
23044000613;226,333333333333343;154,000000000000000;4,27436666666667e+05;12,000000000000000;2019;Raul Barbosa A;2304400;Fortaleza
23044000614;313,000000000000000;161,000000000000000;3,67822000000000e+05;17,500000000000000;2019;Riacho do Corrente;2304400;Fortaleza
23044000615;192,500000000000000;138,000000000000000;4,02972500000000e+05;11,000000000000000;2019;Rio Pardo ou Trilhos I;2304400;Fortaleza
23044000616;336,666666666666686;181,666666666666657;4,41794666666667e+05;18,666666666666668;2019;Rodolfo Teófilo;2304400;Fortaleza
23044000617;206,500000000000000;94,000000000000000;1,58336500000000e+05;10,500000000000000;2019;Rua 10;2304400;Fortaleza
23044000618;133,000000000000000;51,500000000000000;6,91535000000000e+04;8,000000000000000;2019;Rua Alexandra;2304400;Fortaleza
23044000622;129,571428571428584;64,000000000000000;1,01927571428571e+05;6,857142857142857;2019;Rua Antônio Moreira A;2304400;Fortaleza
23044000623;82,000000000000000;31,000000000000000;5,35760000000000e+04;3,000000000000000;2019;Rua Aurora;2304400;Fortaleza
23044000624;156,750000000000000;114,500000000000000;3,30889500000000e+05;7,250000000000000;2019;Rua Bandeira de Melo;2304400;Fortaleza
23044000626;274,000000000000000;131,666666666666657;2,71323333333333e+05;15,000000000000000;2019;Rua Benedito;2304400;Fortaleza
23044000629;94,666666666666671;38,666666666666664;8,46726666666667e+04;4,666666666666667;2019;Rua Catolé;2304400;Fortaleza
23044000634;297,000000000000000;127,000000000000000;2,33006000000000e+05;17,000000000000000;2019;Rua das Acácias;2304400;Fortaleza
23044000635;141,250000000000000;104,500000000000000;3,49912750000000e+05;7,500000000000000;2019;Rua Des. Juca Filho;2304400;Fortaleza
23044000636;70,666666666666671;33,000000000000000;6,70773333333333e+04;2,666666666666667;2019;Rua Duarte Coelho;2304400;Fortaleza
23044000637;41,000000000000000;38,000000000000000;1,49796000000000e+05;1,000000000000000;2019;Rua Francisco Dantas;2304400;Fortaleza
23044000638;298,000000000000000;129,000000000000000;2,51219000000000e+05;16,500000000000000;2019;Rua Frankfort;2304400;Fortaleza
23044000639;133,666666666666657;79,666666666666671;2,62250666666667e+05;8,333333333333334;2019;Rua Gel. Castelo Branco;2304400;Fortaleza
23044000640;184,000000000000000;71,000000000000000;1,02823000000000e+05;9,333333333333334;2019;Rua Indiara;2304400;Fortaleza
23044000643;53,000000000000000;24,500000000000000;4,72560000000000e+04;2,000000000000000;2019;Rua João Saldanha;2304400;Fortaleza
23044000644;79,000000000000000;37,666666666666664;7,78246666666667e+04;3,333333333333333;2019;Rua Jocélio Monteiro;2304400;Fortaleza
23044000646;221,000000000000000;90,500000000000000;1,78837000000000e+05;12,500000000000000;2019;Rua Lagoa do Prata;2304400;Fortaleza
23044000648;79,000000000000000;38,000000000000000;9,44490000000000e+04;3,000000000000000;2019;Rua Lucrécia;2304400;Fortaleza
23044000649;135,500000000000000;49,500000000000000;8,62055000000000e+04;5,500000000000000;2019;Rua Marajá;2304400;Fortaleza
23044000650;136,500000000000000;67,500000000000000;1,37930000000000e+05;7,000000000000000;2019;Rua Marcelino de Souza;2304400;Fortaleza
23044000651;161,800000000000011;65,799999999999997;1,48885000000000e+05;9,400000000000000;2019;Rua Maximino Barreto;2304400;Fortaleza
23044000655;189,500000000000000;96,500000000000000;1,72354500000000e+05;10,500000000000000;2019;Rua Paulo Vitor de Menezes;2304400;Fortaleza
23044000658;328,000000000000000;139,000000000000000;2,55770000000000e+05;17,000000000000000;2019;Rua Pomar Carioca;2304400;Fortaleza
23044000659;64,000000000000000;31,000000000000000;8,04655000000000e+04;3,000000000000000;2019;Rua Raquel Florencio;2304400;Fortaleza
23044000663;211,000000000000000;96,000000000000000;2,10424000000000e+05;11,666666666666666;2019;Rua São Cristóvão;2304400;Fortaleza
23044000664;160,000000000000000;75,250000000000000;1,27456500000000e+05;9,000000000000000;2019;Rua Semente Coité;2304400;Fortaleza
23044000665;88,000000000000000;41,000000000000000;9,02700000000000e+04;3,000000000000000;2019;Rua Simão Santos;2304400;Fortaleza
23044000667;102,666666666666671;89,666666666666671;2,91927333333333e+05;5,000000000000000;2019;Rua Trajano de Medeiros;2304400;Fortaleza
23044000668;0,000000000000000;0,000000000000000;2,07000000000000e+02;0,000000000000000;2019;Rua Três Marias;2304400;Fortaleza
23044000669;66,000000000000000;30,666666666666668;6,00686666666667e+04;2,666666666666667;2019;Santa Fé;2304400;Fortaleza
23044000670;123,333333333333329;108,000000000000000;3,22302000000000e+05;6,333333333333333;2019;Santa Terezinha;2304400;Fortaleza
23044000671;157,000000000000000;78,666666666666671;1,71477000000000e+05;10,000000000000000;2019;Santo Antônio do Castelinho;2304400;Fortaleza
23044000672;101,000000000000000;30,000000000000000;3,88740000000000e+04;6,000000000000000;2019;Rua Alto do Pimenta;2304400;Fortaleza
23044000673;243,000000000000000;108,000000000000000;2,47829500000000e+05;14,000000000000000;2019;São Cristóvão I;2304400;Fortaleza
23044000674;170,000000000000000;69,500000000000000;1,62439000000000e+05;9,500000000000000;2019;São Cristóvão II;2304400;Fortaleza
23044000676;142,333333333333343;75,666666666666671;2,10864333333333e+05;8,333333333333334;2019;São Miguel/São Bernardo;2304400;Fortaleza
23044000677;92,000000000000000;86,000000000000000;2,86757166666667e+05;5,000000000000000;2019;São Pedro/Farol Novo;2304400;Fortaleza
23044000678;175,000000000000000;123,500000000000000;3,52875000000000e+05;8,750000000000000;2019;São Sebastião;2304400;Fortaleza
23044000679;225,333333333333343;139,666666666666657;3,13233666666667e+05;11,000000000000000;2019;São Sebastião ou Unidos dos Moradores do Presidente Kennedy;2304400;Fortaleza
23044000680;157,000000000000000;61,250000000000000;8,69770000000000e+04;9,250000000000000;2019;São Vicente;2304400;Fortaleza
23044000682;159,000000000000000;124,500000000000000;3,56072500000000e+05;8,500000000000000;2019;Saporé;2304400;Fortaleza
23044000683;320,000000000000000;159,000000000000000;3,41519000000000e+05;19,500000000000000;2019;Serrinha I;2304400;Fortaleza
23044000684;170,000000000000000;90,000000000000000;1,67716000000000e+05;9,000000000000000;2019;Serrinha II;2304400;Fortaleza
23044000685;113,666666666666671;56,666666666666664;1,65815666666667e+05;6,333333333333333;2019;Sítio São João;2304400;Fortaleza
23044000686;187,800000000000011;97,200000000000003;1,90193000000000e+05;8,800000000000001;2019;Solimões;2304400;Fortaleza
23044000687;321,750000000000000;152,750000000000000;3,19703250000000e+05;18,000000000000000;2019;Sonho Meu II;2304400;Fortaleza
23044000688;186,666666666666657;113,000000000000000;2,70931333333333e+05;8,666666666666666;2019;Status / Vila Antônio Rola;2304400;Fortaleza
23044000691;164,000000000000000;128,800000000000011;3,65377600000000e+05;9,000000000000000;2019;Terramar;2304400;Fortaleza
23044000693;248,500000000000000;151,000000000000000;3,45548500000000e+05;13,000000000000000;2019;Travessa Araújo;2304400;Fortaleza
23044000694;116,000000000000000;49,000000000000000;1,15616000000000e+05;6,000000000000000;2019;Travessa Bicel;2304400;Fortaleza
23044000696;171,250000000000000;73,000000000000000;1,21986500000000e+05;8,500000000000000;2019;Travessa Buarque de Macedo;2304400;Fortaleza
23044000703;196,000000000000000;97,500000000000000;2,74044500000000e+05;10,500000000000000;2019;Travessa Maravila;2304400;Fortaleza
23044000705;212,500000000000000;83,500000000000000;1,55720000000000e+05;11,500000000000000;2019;Travessa Novo Brasil;2304400;Fortaleza
23044000706;215,000000000000000;140,000000000000000;3,48412000000000e+05;10,000000000000000;2019;Travessa Olimpio Paiva;2304400;Fortaleza
23044000708;175,000000000000000;132,000000000000000;3,86414000000000e+05;10,000000000000000;2019;Travessa Pelotas (Jardim Nova República);2304400;Fortaleza
23044000710;8,000000000000000;4,400000000000000;9,13600000000000e+03;0,200000000000000;2019;Três Marias;2304400;Fortaleza
23044000711;231,000000000000000;112,666666666666671;2,01331666666667e+05;12,333333333333334;2019;Tupinambá da Frota;2304400;Fortaleza
23044000712;176,333333333333343;87,666666666666671;1,50889000000000e+05;9,333333333333334;2019;Umarizeira;2304400;Fortaleza
23044000713;307,333333333333314;163,666666666666657;3,70753666666667e+05;15,666666666666666;2019;Unidos Venceremos;2304400;Fortaleza
23044000714;200,666666666666657;82,333333333333329;1,27924000000000e+05;10,666666666666666;2019;Vila das Flores;2304400;Fortaleza
23044000715;198,666666666666657;81,000000000000000;1,27802333333333e+05;10,333333333333334;2019;Vila Nova - Mondubim;2304400;Fortaleza
23044000716;207,000000000000000;107,333333333333329;2,08181333333333e+05;9,666666666666666;2019;Vila Santa Inês;2304400;Fortaleza
23044000717;205,000000000000000;142,500000000000000;3,92542000000000e+05;13,500000000000000;2019;Moacir Machado;2304400;Fortaleza
23044000718;310,666666666666686;130,000000000000000;2,45740000000000e+05;16,333333333333332;2019;Vital Brasil;2304400;Fortaleza
23044000719;248,500000000000000;151,000000000000000;3,45548500000000e+05;13,000000000000000;2019;2.000 (2.001);2304400;Fortaleza
23044000720;72,000000000000000;34,000000000000000;6,55170000000000e+04;3,000000000000000;2019;25 de dezembro;2304400;Fortaleza
23044000721;11,000000000000000;5,333333333333333;8,88566666666667e+03;0,333333333333333;2019;Novo Alagadiço II - Sabiaguaba;2304400;Fortaleza
23044000722;255,000000000000000;166,000000000000000;4,38565500000000e+05;14,000000000000000;2019;Aerolândia;2304400;Fortaleza
23044000723;46,000000000000000;31,500000000000000;1,17436750000000e+05;2,500000000000000;2019;Afonso Pena;2304400;Fortaleza
23044000724;145,000000000000000;104,000000000000000;3,30792333333333e+05;8,666666666666666;2019;Água Fria Galileia ou Favela da Lagoa;2304400;Fortaleza
23044000727;179,000000000000000;70,000000000000000;1,00741666666667e+05;10,000000000000000;2019;Alto da Paz;2304400;Fortaleza
23044000729;313,000000000000000;166,000000000000000;3,72959000000000e+05;18,000000000000000;2019;Amadeu Furtado II;2304400;Fortaleza
23044000731;297,666666666666686;146,000000000000000;3,01329000000000e+05;15,333333333333334;2019;Antonio Bezerra;2304400;Fortaleza
23044000732;115,000000000000000;103,000000000000000;3,10429500000000e+05;6,000000000000000;2019;Antônio Carneiro;2304400;Fortaleza
23044000733;211,000000000000000;93,400000000000006;1,48901800000000e+05;12,400000000000000;2019;Área Verde I (Conjunto Ceará);2304400;Fortaleza
23044000734;200,000000000000000;100,750000000000000;1,89404750000000e+05;10,000000000000000;2019;Assentamento Arco Iris;2304400;Fortaleza
23044000735;215,714285714285722;103,142857142857139;1,94862142857143e+05;10,571428571428571;2019;Assentamento Rua Holanda;2304400;Fortaleza
23044000736;241,000000000000000;104,000000000000000;1,83487333333333e+05;14,333333333333334;2019;Comunidade Cuiabá;2304400;Fortaleza
23044000740;151,333333333333343;87,000000000000000;2,55159666666667e+05;9,000000000000000;2019;Beco Francisco Geraldo de Souza;2304400;Fortaleza
23044000742;250,000000000000000;128,000000000000000;2,63794000000000e+05;14,000000000000000;2019;Bela Vista;2304400;Fortaleza
23044000743;313,000000000000000;166,000000000000000;3,72959000000000e+05;18,000000000000000;2019;Bela Vista Nova;2304400;Fortaleza
23044000744;237,500000000000000;133,000000000000000;2,92823000000000e+05;12,000000000000000;2019;Boa Esperança/Colibri;2304400;Fortaleza
23044000745;148,000000000000000;56,500000000000000;7,57650000000000e+04;9,000000000000000;2019;Bom Jardim I;2304400;Fortaleza
23044000746;123,500000000000000;46,500000000000000;6,05725000000000e+04;8,000000000000000;2019;Bom Jardim II;2304400;Fortaleza
23044000747;87,500000000000000;40,500000000000000;9,05705000000000e+04;3,000000000000000;2019;Bons Amigos;2304400;Fortaleza
23044000748;322,500000000000000;138,000000000000000;2,55144500000000e+05;16,500000000000000;2019;Bonsucesso;2304400;Fortaleza
23044000749;348,666666666666686;181,000000000000000;4,26651666666667e+05;18,666666666666668;2019;Buraco da Jia;2304400;Fortaleza
23044000750;147,666666666666657;82,166666666666671;2,05885166666667e+05;7,666666666666667;2019;Cajazeiras;2304400;Fortaleza
23044000751;147,000000000000000;73,500000000000000;1,66075000000000e+05;7,500000000000000;2019;Campo Bangu;2304400;Fortaleza
23044000752;203,599999999999994;80,599999999999994;1,30708800000000e+05;11,000000000000000;2019;Campo Real;2304400;Fortaleza
23044000753;233,666666666666657;104,000000000000000;1,95142666666667e+05;12,666666666666666;2019;Campos Belos A;2304400;Fortaleza
23044000754;277,000000000000000;118,000000000000000;2,35783000000000e+05;16,000000000000000;2019;Cardoso de Barros;2304400;Fortaleza
23044000755;212,000000000000000;142,500000000000000;3,50429000000000e+05;10,000000000000000;2019;Olavo Andrade B;2304400;Fortaleza
23044000757;243,000000000000000;108,666666666666671;2,09380000000000e+05;13,000000000000000;2019;Castanhola;2304400;Fortaleza
23044000759;71,666666666666671;34,000000000000000;6,84620000000000e+04;3,000000000000000;2019;Chico Mendes III;2304400;Fortaleza
23044000760;249,000000000000000;152,000000000000000;3,56685000000000e+05;14,000000000000000;2019;Cidade 2.000;2304400;Fortaleza
23044000761;27,142857142857142;24,857142857142858;1,13488428571429e+05;1,571428571428571;2019;Cocó/Cidade 2000;2304400;Fortaleza
23044000762;32,428571428571431;26,142857142857142;1,06791142857143e+05;2,714285714285714;2019;Colônia / Embratel;2304400;Fortaleza
23044000763;95,000000000000000;94,000000000000000;3,00009000000000e+05;6,000000000000000;2019;Come Burra;2304400;Fortaleza
23044000764;103,000000000000000;36,000000000000000;4,47470000000000e+04;6,000000000000000;2019;Comunidade 7 de setembro mutirão;2304400;Fortaleza
23044000765;109,333333333333329;39,333333333333336;5,02936666666667e+04;6,666666666666667;2019;Comunidade 7 de setembro ocupação;2304400;Fortaleza
23044000767;246,333333333333343;120,666666666666671;2,29502333333333e+05;12,333333333333334;2019;Comunidade Alto do Bode;2304400;Fortaleza
23044000768;283,500000000000000;125,000000000000000;2,35741000000000e+05;15,500000000000000;2019;Comunidade Beco do Cal;2304400;Fortaleza
23044000770;277,500000000000000;127,000000000000000;2,36208000000000e+05;15,000000000000000;2019;Comunidade da Chesf;2304400;Fortaleza
23044000771;218,500000000000000;112,000000000000000;2,18050500000000e+05;13,000000000000000;2019;Comunidade Itaperi (Favela do sabonete);2304400;Fortaleza
23044000773;213,000000000000000;152,000000000000000;4,26225000000000e+05;11,000000000000000;2019;Comunidade Padre Cícero / Areal ou Raul Barbosa;2304400;Fortaleza
23044000774;130,333333333333343;54,333333333333336;7,71686666666667e+04;6,333333333333333;2019;Comunidade Parque Santana;2304400;Fortaleza
23044000775;211,166666666666657;85,166666666666671;1,73343000000000e+05;12,000000000000000;2019;Comunidade São Francisco da Ribanceira do Cocó;2304400;Fortaleza
23044000777;237,500000000000000;122,250000000000000;2,41694250000000e+05;11,750000000000000;2019;Conjunto Mangueiral;2304400;Fortaleza
23044000778;125,000000000000000;51,000000000000000;1,24243000000000e+05;7,000000000000000;2019;Conjunto Palmeira;2304400;Fortaleza
23044000779;90,333333333333329;82,000000000000000;2,73971333333333e+05;6,000000000000000;2019;Conjunto Papicu;2304400;Fortaleza
23044000780;92,000000000000000;86,000000000000000;2,90924000000000e+05;5,000000000000000;2019;Conjunto Trajano de Medeiros;2304400;Fortaleza
23044000782;203,250000000000000;132,000000000000000;3,24509000000000e+05;9,750000000000000;2019;Cristo Redentor;2304400;Fortaleza
23044000784;213,000000000000000;148,500000000000000;4,12231500000000e+05;9,500000000000000;2019;Dias Macedo;2304400;Fortaleza
23044000786;264,600000000000023;123,400000000000006;2,30453400000000e+05;14,000000000000000;2019;Dom Lustosa;2304400;Fortaleza
23044000787;159,333333333333343;92,000000000000000;2,04114000000000e+05;7,000000000000000;2019;Dunas I;2304400;Fortaleza
23044000789;262,666666666666686;111,000000000000000;1,97367666666667e+05;15,000000000000000;2019;Favela da Mata;2304400;Fortaleza
23044000790;223,500000000000000;122,500000000000000;2,40294500000000e+05;11,500000000000000;2019;Favela de Plástico;2304400;Fortaleza
23044000793;220,333333333333343;94,666666666666671;1,50842333333333e+05;12,666666666666666;2019;Dias Monteiro/Olária e Nova Jerusalem;2304400;Fortaleza
23044000795;181,000000000000000;75,666666666666671;1,07501666666667e+05;11,666666666666666;2019;Granja Lisboa A;2304400;Fortaleza
23044000796;126,500000000000000;87,000000000000000;2,97825500000000e+05;6,500000000000000;2019;Ismael Por Deus;2304400;Fortaleza
23044000797;99,333333333333329;42,000000000000000;9,20760000000000e+04;5,000000000000000;2019;Jacatá;2304400;Fortaleza
23044000798;86,333333333333329;38,000000000000000;7,37333333333333e+04;3,000000000000000;2019;Jangurussu;2304400;Fortaleza
23044000799;215,666666666666657;91,333333333333329;1,97048333333333e+05;13,000000000000000;2019;Jangurussu (Conjunto João Paulo II);2304400;Fortaleza
23044000800;131,875000000000000;53,000000000000000;1,02731125000000e+05;6,875000000000000;2019;Jangurussu / Comunidade da Mama;2304400;Fortaleza
23044000802;361,333333333333314;190,666666666666657;4,63777666666667e+05;20,333333333333332;2019;Jardim America;2304400;Fortaleza
23044000803;16,750000000000000;8,000000000000000;1,79272500000000e+04;0,250000000000000;2019;Jardim Arrebol;2304400;Fortaleza
23044000804;174,500000000000000;86,500000000000000;1,93353500000000e+05;8,000000000000000;2019;Jardim União I;2304400;Fortaleza
23044000806;314,000000000000000;146,000000000000000;2,89979500000000e+05;18,000000000000000;2019;Rua Mozart Firmeza;2304400;Fortaleza
23044000808;246,000000000000000;98,000000000000000;2,00937000000000e+05;14,000000000000000;2019;Lagoa do Prata I/Jangurussu;2304400;Fortaleza
23044000809;246,000000000000000;98,000000000000000;2,00937000000000e+05;14,000000000000000;2019;Lagoa do Prata II/Jagurussu;2304400;Fortaleza
23044000811;323,000000000000000;140,000000000000000;2,61762000000000e+05;18,500000000000000;2019;Livreiro Gualter - Vila Peri;2304400;Fortaleza
23044000812;98,000000000000000;32,250000000000000;4,01692500000000e+04;6,250000000000000;2019;Loteamento Walter Machado;2304400;Fortaleza
23044000813;113,000000000000000;52,000000000000000;1,27294333333333e+05;6,000000000000000;2019;Luciola;2304400;Fortaleza
23044000816;173,666666666666657;86,666666666666671;1,59487000000000e+05;9,666666666666666;2019;Monte Rei;2304400;Fortaleza
23044000817;81,000000000000000;77,000000000000000;2,64070666666667e+05;5,000000000000000;2019;Morro da Vitória/Farol Novo 2;2304400;Fortaleza
23044000818;134,500000000000000;52,000000000000000;8,43265000000000e+04;7,500000000000000;2019;Mutirão Ipaumirim;2304400;Fortaleza
